Date,Close,Volume
2018-05-25,51.723548889160156,43738
2018-05-28,52.35566329956055,40637
2018-05-29,52.87771224975586,60654
2018-05-30,56.396812438964844,791242
2018-05-31,54.89042282104492,102961
2018-06-01,53.302268981933594,73484
2018-06-04,51.538002014160156,100878
2018-06-05,48.946632385253906,142072
2018-06-06,49.75801086425781,130609
2018-06-07,51.210933685302734,97651
2018-06-08,50.723480224609375,86983
2018-06-11,51.40277099609375,83994
2018-06-12,53.29912185668945,136826
2018-06-13,55.30868911743164,120752
2018-06-14,57.07610321044922,203299
2018-06-15,57.15472412109375,293860
2018-06-18,55.77727508544922,190835
2018-06-19,63.51992416381836,7845717
2018-06-20,62.46639633178711,2247888
2018-06-21,59.16743469238281,1738931
2018-06-22,58.654823303222656,821053
2018-06-25,59.522804260253906,743053
2018-06-26,58.956729888916016,286832
2018-06-27,57.843448638916016,297469
2018-06-28,57.00691604614258,370334
2018-06-29,57.94723129272461,200581
2018-07-02,58.576202392578125,285783
2018-07-03,58.80263137817383,246115
2018-07-04,59.632877349853516,352384
2018-07-05,59.47877883911133,377154
2018-07-06,61.05435562133789,397696
2018-07-09,63.48847579956055,806378
2018-07-10,64.66150665283203,551359
2018-07-11,65.35023498535156,571106
2018-07-12,68.79071044921875,2923021
2018-07-13,68.79071044921875,989184
2018-07-16,67.74662017822266,490196
2018-07-17,68.77813720703125,292413
2018-07-18,68.96682739257812,347662
2018-07-19,68.50138854980469,465076
2018-07-20,69.02658081054688,245177
2018-07-23,70.82229614257812,919642
2018-07-24,73.51115417480469,1371665
2018-07-25,73.75645446777344,1557985
2018-07-26,73.24698638916016,720874
2018-07-27,71.73116302490234,472596
2018-07-30,74.36341094970703,1304731
2018-07-31,75.97357940673828,1418265
2018-08-01,74.02062225341797,1285732
2018-08-02,85.87989807128906,4645497
2018-08-03,93.85526275634766,4496174
2018-08-06,96.42147064208984,1452253
2018-08-07,91.96834564208984,802877
2018-08-08,87.02462768554688,637965
2018-08-09,91.5406494140625,1179328
2018-08-10,83.54011535644531,2175345
2018-08-13,77.3887710571289,1320912
2018-08-14,78.45802307128906,920835
2018-08-16,77.77873229980469,493741
2018-08-17,77.53971862792969,353091
2018-08-20,76.6465835571289,392735
2018-08-21,74.64644622802734,670895
2018-08-23,73.80362701416016,427594
2018-08-24,71.5519027709961,480148
2018-08-27,75.94213104248047,1512546
2018-08-28,73.70298767089844,690825
2018-08-29,74.34454345703125,418352
2018-08-30,86.33275604248047,7334808
2018-08-31,84.97417449951172,5023904
2018-09-03,80.73490142822266,754210
2018-09-04,77.77873229980469,689624
2018-09-05,76.36983489990234,449113
2018-09-06,80.18140411376953,395080
2018-09-07,80.96133422851562,1782848
2018-09-10,80.84811401367188,780622
2018-09-11,78.6844482421875,467309
2018-09-12,77.96742248535156,340138
2018-09-14,78.96119689941406,419199
2018-09-17,77.90452575683594,192150
2018-09-18,76.4075698852539,274948
2018-09-19,74.73450469970703,465370
2018-09-21,73.237548828125,596496
2018-09-24,70.89777374267578,375564
2018-09-25,70.29396057128906,303002
2018-09-26,71.16194152832031,236727
2018-09-27,72.72179412841797,729956
2018-09-28,67.66485595703125,492787
2018-10-01,66.53269958496094,493499
2018-10-03,66.7591323852539,410057
2018-10-04,66.93524932861328,312465
2018-10-05,64.30614471435547,267392
2018-10-08,62.1298942565918,420634
2018-10-09,60.01654815673828,386209
2018-10-10,62.645652770996094,538588
2018-10-11,60.97258758544922,429382
2018-10-12,64.15518951416016,263346
2018-10-15,66.3062744140625,344255
2018-10-16,72.52052307128906,1094582
2018-10-17,68.68379211425781,777295
2018-10-19,67.86612701416016,249983
2018-10-22,65.62698364257812,180608
2018-10-23,64.79673767089844,217831
2018-10-24,65.90373229980469,123363
2018-10-25,64.26840209960938,446374
2018-10-26,64.59546661376953,364085
2018-10-29,66.02952575683594,250440
2018-10-30,67.67742919921875,400645
2018-10-31,65.40055084228516,381765
2018-11-01,64.89737701416016,277265
2018-11-02,64.97285461425781,249545
2018-11-05,64.8218994140625,78473
2018-11-06,65.0231704711914,93982
2018-11-07,65.6144027709961,56719
2018-11-09,64.14260864257812,135168
2018-11-12,64.19292449951172,140057
2018-11-13,63.6142692565918,190258
2018-11-14,62.670814514160156,259749
2018-11-15,61.94120407104492,195215
2018-11-16,62.6204948425293,218538
2018-11-19,62.73371124267578,157367
2018-11-20,61.09838104248047,280588
2018-11-21,60.54488754272461,186717
2018-11-22,60.78389358520508,212755
2018-11-26,60.10460662841797,72900
2018-11-27,59.41273498535156,169741
2018-11-28,59.36241912841797,106232
2018-11-29,58.9095573425293,127426
2018-11-30,59.06051254272461,85460
2018-12-03,59.827857971191406,119631
2018-12-04,60.041709899902344,93080
2018-12-05,59.09824752807617,96594
2018-12-06,58.78376388549805,81120
2018-12-07,58.30574417114258,46997
2018-12-10,55.8904914855957,124027
2018-12-11,58.25542449951172,187476
2018-12-12,59.18630599975586,70325
2018-12-13,59.551109313964844,85945
2018-12-14,60.70841979980469,152625
2018-12-17,60.242977142333984,61588
2018-12-18,60.02912902832031,55189
2018-12-19,60.79647445678711,118176
2018-12-20,59.50079345703125,97861
2018-12-21,59.513370513916016,194340
2018-12-24,58.54475402832031,88640
2018-12-26,57.52581787109375,136496
2018-12-27,57.36228561401367,116885
2018-12-28,57.890621185302734,102381
2018-12-31,58.15479278564453,52804
2019-01-01,59.123409271240234,136520
2019-01-02,58.896976470947266,92611
2019-01-03,58.456695556640625,63337
2019-01-04,57.727088928222656,59525
2019-01-07,57.56355667114258,75678
2019-01-08,56.972320556640625,49167
2019-01-09,56.95974349975586,57061
2019-01-10,57.31196975708008,119659
2019-01-11,56.67041778564453,93875
2019-01-14,55.75211715698242,67705
2019-01-15,56.06660079956055,62578
2019-01-16,55.840171813964844,85711
2019-01-17,55.60116195678711,48996
2019-01-18,55.26151657104492,87253
2019-01-21,55.51310729980469,109217
2019-01-22,57.99125671386719,863157
2019-01-23,57.777408599853516,165965
2019-01-24,55.90306854248047,83548
2019-01-25,54.46901321411133,98692
2019-01-28,53.575870513916016,114257
2019-01-29,53.85261917114258,74017
2019-01-30,53.96583557128906,74104
2019-01-31,53.21106719970703,101558
2019-02-01,53.81488037109375,101125
2019-02-04,53.46265411376953,50594
2019-02-05,51.701534271240234,211030
2019-02-06,50.93418884277344,115036
2019-02-07,53.890357971191406,304496
2019-02-08,54.846397399902344,694652
2019-02-11,52.997215270996094,73826
2019-02-12,52.456298828125,56620
2019-02-14,51.047401428222656,89940
2019-02-15,50.053627014160156,111948
2019-02-18,49.726558685302734,78683
2019-02-19,50.179420471191406,71767
2019-02-20,53.324283599853516,382699
2019-02-21,52.73304748535156,162984
2019-02-22,52.67015075683594,112544
2019-02-25,52.280189514160156,77034
2019-02-26,51.575740814208984,108061
2019-02-27,53.66392517089844,701239
2019-02-28,53.07269287109375,94129
2019-03-01,53.500396728515625,213149
2019-03-05,56.78363037109375,454737
2019-03-06,58.95987319946289,345651
2019-03-07,57.1735954284668,204166
2019-03-08,57.022640228271484,141623
2019-03-11,56.418827056884766,205529
2019-03-12,55.852752685546875,233949
2019-03-13,54.26774215698242,339208
2019-03-14,54.481590270996094,244013
2019-03-15,54.56964874267578,231130
2019-03-18,53.46265411376953,339728
2019-03-19,55.90306854248047,355488
2019-03-20,54.24258041381836,160476
2019-03-22,53.928096771240234,173274
2019-03-25,53.77714157104492,107933
2019-03-26,53.37459945678711,153695
2019-03-27,52.89657974243164,431036
2019-03-28,53.500396728515625,98764
2019-04-01,54.544490814208984,307910
2019-04-02,54.64512252807617,255408
2019-04-03,54.368377685546875,323042
2019-04-04,54.46901321411133,253465
2019-04-05,54.85897445678711,224008
2019-04-08,54.16710662841797,142514
2019-04-09,54.016151428222656,164911
2019-04-10,53.38718032836914,106860
2019-04-11,53.9155158996582,66397
2019-04-12,53.82746124267578,138392
2019-04-15,54.24258041381836,100171
2019-04-16,54.69544219970703,256652
2019-04-18,54.066471099853516,138833
2019-04-22,52.7204704284668,151043
2019-04-23,52.60725402832031,106133
2019-04-24,53.09785079956055,93664
2019-04-25,52.49403762817383,209325
2019-04-26,51.575740814208984,280560
2019-04-30,50.84613037109375,301463
2019-05-02,51.399627685546875,301952
2019-05-03,51.24867248535156,300545
2019-05-06,50.770652770996094,357964
2019-05-07,50.342952728271484,84967
2019-05-08,49.92782974243164,76807
2019-05-09,51.336727142333984,209933
2019-05-10,51.00966262817383,77316
2019-05-13,50.33037567138672,120843
2019-05-14,48.984371185302734,171800
2019-05-15,47.688690185546875,147351
2019-05-16,48.48119354248047,137653
2019-05-17,48.15412902832031,83755
2019-05-20,50.028465270996094,216452
2019-05-21,49.51271057128906,131392
2019-05-22,49.96556854248047,51953
2019-05-23,50.31779479980469,201741
2019-05-24,48.556671142578125,184749
2019-05-27,49.739139556884766,161231
2019-05-28,50.58196258544922,231496
2019-05-29,51.36188888549805,160627
2019-05-30,50.29263687133789,109038
2019-05-31,49.00952911376953,133475
2019-06-03,48.858577728271484,103223
2019-06-04,48.569252014160156,137037
2019-06-06,47.827064514160156,118777
2019-06-07,47.801902770996094,71314
2019-06-10,47.2358283996582,107969
2019-06-11,47.28614807128906,132354
2019-06-12,47.14777374267578,116253
2019-06-13,46.933921813964844,102421
2019-06-14,45.33633041381836,181450
2019-06-17,43.059452056884766,203232
2019-06-18,43.373939514160156,303407
2019-06-19,44.68220138549805,313137
2019-06-20,44.21676254272461,86343
2019-06-21,44.48093032836914,100882
2019-06-24,44.07838821411133,90226
2019-06-25,44.05323028564453,135574
2019-06-26,43.625526428222656,98656
2019-06-27,43.0720329284668,138936
2019-06-28,42.39274215698242,127954
2019-07-01,42.493377685546875,77495
2019-07-02,42.71980667114258,51862
2019-07-03,43.625526428222656,63540
2019-07-04,44.00291061401367,79514
2019-07-05,42.84560012817383,99364
2019-07-08,43.009132385253906,68389
2019-07-09,42.3298454284668,77042
2019-07-10,40.94610595703125,112691
2019-07-11,40.78257369995117,68699
2019-07-12,40.266815185546875,51556
2019-07-15,39.19756317138672,91371
2019-07-16,40.1032829284668,158262
2019-07-17,39.537208557128906,42136
2019-07-18,38.480533599853516,72630
2019-07-19,36.555877685546875,220597
2019-07-22,36.00238037109375,218260
2019-07-23,37.21001052856445,228412
2019-07-24,35.47404479980469,153810
2019-07-25,35.09666061401367,164725
2019-07-26,36.34202575683594,192476
2019-07-29,35.66273498535156,125251
2019-07-30,33.20974349975586,187949
2019-07-31,33.272640228271484,135590
2019-08-01,32.61851119995117,109321
2019-08-02,32.9329948425293,196193
2019-08-05,32.3920783996582,160790
2019-08-06,32.99589157104492,106129
2019-08-07,32.51787567138672,175568
2019-08-08,32.228546142578125,82857
2019-08-09,32.719146728515625,202846
2019-08-13,32.06501388549805,211559
2019-08-14,31.28508758544922,176255
2019-08-16,32.02727508544922,172217
2019-08-19,32.530452728271484,157216
2019-08-20,32.668827056884766,103923
2019-08-21,31.197032928466797,203256
2019-08-22,28.76919937133789,255977
2019-08-23,29.989404678344727,127457
2019-08-26,30.794490814208984,153055
2019-08-27,33.98966979980469,474989
2019-08-28,34.4173698425293,194948
2019-08-29,33.24748229980469,88736
2019-08-30,33.24748229980469,53007
2019-09-03,33.021053314208984,64287
2019-09-04,32.95815658569336,45606
2019-09-05,33.93935012817383,172233
2019-09-06,38.8453369140625,1567791
2019-09-09,43.24814224243164,1573379
2019-09-11,44.51866912841797,1396364
2019-09-12,43.222984313964844,514521
2019-09-13,42.191471099853516,252586
2019-09-16,43.03429412841797,359685
2019-09-17,43.14750671386719,962955
2019-09-18,44.30481719970703,532650
2019-09-19,43.08460998535156,260480
2019-09-20,43.537471771240234,347109
2019-09-23,44.07838821411133,404815
2019-09-24,45.587921142578125,791437
2019-09-25,44.455772399902344,526982
2019-09-26,45.109901428222656,492835
2019-09-27,44.39287567138672,196960
2019-09-30,44.56898498535156,516691
2019-10-01,42.85818099975586,316790
2019-10-03,42.883338928222656,226715
2019-10-04,41.575077056884766,176430
2019-10-07,40.93352508544922,119691
2019-10-09,39.76363754272461,294078
2019-10-10,38.769859313964844,124584
2019-10-11,39.12208557128906,143889
2019-10-14,39.62526321411133,134397
2019-10-15,39.49946975708008,124596
2019-10-16,39.24787902832031,102997
2019-10-17,41.42412567138672,973293
2019-10-18,43.57521057128906,464030
2019-10-22,43.95259475708008,291316
2019-10-23,43.977752685546875,154402
2019-10-24,43.43683624267578,203685
2019-10-25,42.971397399902344,110251
2019-10-27,43.2733039855957,30323
2019-10-29,42.883338928222656,115796
2019-10-30,42.89591979980469,166100
2019-10-31,44.25450134277344,326806
2019-11-01,44.99668884277344,337371
2019-11-04,44.12870407104492,553688
2019-11-05,42.21662902832031,302278
2019-11-06,43.28588104248047,172996
2019-11-07,43.46199417114258,201189
2019-11-08,43.94001388549805,307453
2019-11-11,47.48741912841797,2005664
2019-11-13,47.11003494262695,1341282
2019-11-14,48.45603561401367,651662
2019-11-15,48.695045471191406,388840
2019-11-18,47.85222244262695,163492
2019-11-19,46.455902099609375,209802
2019-11-20,44.87089157104492,308006
2019-11-21,46.632015228271484,382377
2019-11-22,45.24827575683594,145916
2019-11-25,45.17279815673828,366582
2019-11-26,44.93378829956055,140073
2019-11-27,44.405452728271484,130168
2019-11-28,44.858314514160156,192301
2019-11-29,43.82679748535156,162725
2019-12-02,43.87711715698242,85202
2019-12-03,44.229339599609375,287413
2019-12-04,43.82679748535156,129783
2019-12-05,42.84560012817383,228603
2019-12-06,42.493377685546875,133205
2019-12-09,43.68842315673828,395597
2019-12-10,42.757545471191406,322828
2019-12-11,41.03416061401367,206586
2019-12-12,41.487022399902344,201133
2019-12-13,41.80150604248047,184189
2019-12-16,41.889564514160156,104960
2019-12-17,41.7889289855957,233905
2019-12-18,40.48066329956055,145586
2019-12-19,39.97748565673828,165388
2019-12-20,40.141021728515625,137064
2019-12-23,39.43656921386719,110760
2019-12-24,39.13466262817383,83250
2019-12-26,39.788795471191406,143925
2019-12-27,41.37380599975586,255468
2019-12-30,39.88943099975586,211293
2019-12-31,38.98371124267578,167225
2020-01-01,39.15982437133789,91271
2020-01-02,40.27939224243164,323591
2020-01-03,40.11585998535156,256227
2020-01-06,38.79501724243164,151028
2020-01-07,39.222721099853516,111137
2020-01-08,38.606327056884766,153218
2020-01-09,40.85804748535156,758348
2020-01-10,41.53733825683594,1106872
2020-01-13,43.487152099609375,842632
2020-01-14,42.45563888549805,416822
2020-01-15,41.41154479980469,269618
2020-01-16,41.54991912841797,219850
2020-01-17,41.8140869140625,379897
2020-01-20,41.93988037109375,250948
2020-01-21,41.449283599853516,299277
2020-01-22,41.52476119995117,132259
2020-01-23,41.97761917114258,228241
2020-01-24,43.965171813964844,925378
2020-01-27,44.93378829956055,974160
2020-01-28,43.57521057128906,341183
2020-01-29,44.88347244262695,324700
2020-01-30,43.86453628540039,147629
2020-01-31,43.77648162841797,233325
2020-02-03,44.74509811401367,681218
2020-02-04,52.48146057128906,8036294
2020-02-05,49.349178314208984,1956667
2020-02-06,50.50648498535156,2066342
2020-02-07,50.63227844238281,685586
2020-02-10,49.09758758544922,527185
2020-02-11,50.33037567138672,633473
2020-02-12,50.55680465698242,517212
2020-02-13,48.65730667114258,314198
2020-02-14,48.430877685546875,261541
2020-02-17,50.73291778564453,1218396
2020-02-18,53.311702728271484,5418949
2020-02-19,55.38731384277344,2060134
2020-02-20,52.393402099609375,480339
2020-02-24,50.28005599975586,460544
2020-02-25,50.342952728271484,249450
2020-02-26,50.56938171386719,216647
2020-02-27,49.70140075683594,273589
2020-02-28,45.776611328125,698230
2020-03-02,45.587921142578125,358338
2020-03-03,47.5251579284668,298717
2020-03-04,47.122615814208984,179860
2020-03-05,47.499996185302734,302437
2020-03-06,49.849998474121094,19309
2020-03-09,52.29999923706055,9850
2020-03-11,54.70000076293945,160412
2020-03-12,52.0,28779
2020-03-13,49.400001525878906,24000
2020-03-16,46.95000076293945,34741
2020-03-17,44.650001525878906,18239
2020-03-18,42.45000076293945,11894
2020-03-19,40.349998474121094,43505
2020-03-20,38.349998474121094,38481
2020-03-23,32.650001525878906,130554
2020-03-24,29.549999237060547,226471
2020-03-25,28.049999237060547,153597
2020-03-26,33.599998474121094,231874
2020-03-27,39.20000076293945,358920
2020-03-30,38.79999923706055,522862
2020-03-31,37.25,263697
2020-04-01,33.79999923706055,261877
2020-04-03,33.599998474121094,160099
2020-04-07,34.650001525878906,238208
2020-04-08,34.75,151777
2020-04-09,35.70000076293945,239880
2020-04-13,36.349998474121094,195582
2020-04-15,37.150001525878906,218283
2020-04-16,37.099998474121094,206647
2020-04-17,37.45000076293945,202860
2020-04-20,38.900001525878906,400696
2020-04-21,36.849998474121094,134143
2020-04-22,37.099998474121094,70561
2020-04-23,39.54999923706055,847238
2020-04-24,37.900001525878906,1538056
2020-04-27,36.400001525878906,465310
2020-04-28,37.75,403002
2020-04-29,37.45000076293945,205169
2020-04-30,37.400001525878906,236693
2020-05-04,35.900001525878906,231751
2020-05-05,35.25,176843
2020-05-06,34.349998474121094,187629
2020-05-07,37.04999923706055,730242
2020-05-08,35.79999923706055,168048
2020-05-11,35.5,82180
2020-05-12,36.20000076293945,126171
2020-05-13,35.75,226644
2020-05-14,35.400001525878906,100633
2020-05-15,35.25,58070
2020-05-18,34.400001525878906,127848
2020-05-19,34.900001525878906,93240
2020-05-20,34.900001525878906,69641
2020-05-21,34.849998474121094,68156
2020-05-22,34.599998474121094,66880
2020-05-26,33.900001525878906,72718
2020-05-27,34.099998474121094,47102
2020-05-28,35.20000076293945,134110
2020-05-29,34.95000076293945,131369
2020-06-01,35.45000076293945,191998
2020-06-02,40.650001525878906,897244
2020-06-03,48.75,966171
2020-06-04,58.5,586053
2020-06-05,64.3499984741211,82472
2020-06-08,70.75,250726
2020-06-09,75.55000305175781,4029300
2020-06-10,79.30000305175781,623216
2020-06-11,83.25,267095
2020-06-12,87.30000305175781,1325621
2020-06-15,91.6500015258789,1098011
2020-06-16,96.19999694824219,493285
2020-06-17,101.0,220654
2020-06-18,106.05000305175781,73006
2020-06-19,111.3499984741211,73634
2020-06-22,116.9000015258789,26971
2020-06-23,122.69999694824219,25315
2020-06-24,128.8000030517578,36463
2020-06-25,135.1999969482422,1899263
2020-06-26,141.9499969482422,55275
2020-06-29,139.75,2455110
2020-06-30,132.8000030517578,239512
2020-07-01,126.19999694824219,33869
2020-07-02,119.9000015258789,35389
2020-07-03,113.94999694824219,56064
2020-07-06,108.30000305175781,42051
2020-07-07,102.9000015258789,3316875
2020-07-08,97.80000305175781,1123973
2020-07-09,92.94999694824219,30971
2020-07-10,88.3499984741211,863054
2020-07-13,83.94999694824219,48991
2020-07-14,79.80000305175781,29175
2020-07-15,83.75,1875037
2020-07-16,87.9000015258789,61370
2020-07-17,92.25,53541
2020-07-20,87.6500015258789,301672
2020-07-21,83.5,1070596
2020-07-22,83.0999984741211,802969
2020-07-23,79.19999694824219,296693
2020-07-24,78.0999984741211,505171
2020-07-27,74.25,258269
2020-07-28,70.55000305175781,252095
2020-07-29,74.05000305175781,159697
2020-07-30,77.75,92552
2020-07-31,77.75,755159
2020-08-03,74.0,259637
2020-08-04,77.69999694824219,186183
2020-08-05,81.55000305175781,394364
2020-08-06,78.8499984741211,333912
2020-08-07,80.80000305175781,289146
2020-08-10,81.30000305175781,226477
2020-08-11,78.69999694824219,213186
