Date,Close,Volume
2021-08-20,1501.050048828125,11573178
2021-08-23,1579.800048828125,2200048
2021-08-24,1536.300048828125,567358
2021-08-25,1476.25,515692
2021-08-26,1428.199951171875,405762
2021-08-27,1435.4000244140625,379801
2021-08-30,1508.3499755859375,849179
2021-08-31,1488.5,285431
2021-09-01,1469.3499755859375,166463
2021-09-02,1456.800048828125,161927
2021-09-03,1466.0,143088
2021-09-06,1468.0,345058
2021-09-07,1452.550048828125,98852
2021-09-08,1476.1500244140625,305059
2021-09-09,1490.550048828125,167063
2021-09-13,1518.6500244140625,445416
2021-09-14,1510.9000244140625,333373
2021-09-15,1486.699951171875,298393
2021-09-16,1497.449951171875,491943
2021-09-17,1451.25,301127
2021-09-20,1414.3499755859375,204461
2021-09-21,1385.199951171875,361454
2021-09-22,1396.050048828125,142820
2021-09-23,1381.9000244140625,131780
2021-09-24,1325.5999755859375,302051
2021-09-27,1295.4000244140625,340622
2021-09-28,1267.25,318562
2021-09-29,1234.699951171875,383189
2021-09-30,1236.0999755859375,999401
2021-10-01,1289.25,655686
2021-10-04,1316.5,201303
2021-10-05,1336.75,212061
2021-10-06,1426.9000244140625,902488
2021-10-07,1391.25,196187
2021-10-08,1412.300048828125,441723
2021-10-11,1419.949951171875,216412
2021-10-12,1375.5,108688
2021-10-13,1359.949951171875,160283
2021-10-14,1350.300048828125,314055
2021-10-18,1320.199951171875,149611
2021-10-19,1303.949951171875,140660
2021-10-20,1288.8499755859375,92349
2021-10-21,1275.5,64839
2021-10-22,1259.550048828125,75162
2021-10-25,1234.0,72393
2021-10-26,1242.699951171875,74741
2021-10-27,1251.5,61400
2021-10-28,1235.800048828125,71589
2021-10-29,1197.5,184621
2021-11-01,1160.0,173257
2021-11-02,1167.4000244140625,74720
2021-11-03,1148.0999755859375,100701
2021-11-04,1166.449951171875,24370
2021-11-08,1143.75,103787
2021-11-09,1140.9000244140625,90417
2021-11-10,1132.4000244140625,112493
2021-11-11,1117.9000244140625,105818
2021-11-12,1116.5999755859375,114553
2021-11-15,1137.5999755859375,142202
2021-11-16,1116.300048828125,145348
2021-11-17,1089.300048828125,162929
2021-11-18,1049.050048828125,214705
2021-11-22,1002.9500122070312,277288
2021-11-23,1003.0999755859375,272102
2021-11-24,994.7999877929688,446501
2021-11-25,1005.5499877929688,628126
2021-11-26,969.9500122070312,266764
2021-11-29,944.0,246274
2021-11-30,919.0999755859375,446458
2021-12-01,899.5999755859375,265072
2021-12-02,936.25,485621
2021-12-03,924.2999877929688,272380
2021-12-06,892.4000244140625,189821
2021-12-07,881.3499755859375,179255
2021-12-08,895.7000122070312,299811
2021-12-09,892.0,138864
2021-12-10,968.7000122070312,756650
2021-12-13,933.0499877929688,323058
